qGENDER,qAGECODE,qRACECODE,qEDUCATION,qINCOME,qSURVEYZONE,qZIPHOME,qBOROUGH,qLICENSE,qCARACCESS,qSMARTPHONE,qTRIPPLANAPP,qCITIBIKE,gFREIGHT1b_qFREIGHT1_mA,gFREIGHT1b_qFREIGHT2_mA,gFREIGHT1b_qFREIGHT3_mA,gFREIGHT1b_qFREIGHT4_mA,qAUTOVEHICLEFAM,qAUTOVEHICLEWILL,qAUTOVEHICLESAFE,qMARRIED,qBUILDINGb,qRENT,qCHILDREN,qEMPLOYMENT,qEMPLOYMENTCODE,qINDUSTRY,qWORKLOCATION,qWORKFH,Walk,Train/Subway,Bus,Ferry,Access-A-Ride,Membership_CarSharing,Disability_Hearing,Disability_Seeing,Disability_Walking,Disability_DailyActivity,Disability_Mental,Welfare,Freight_Usage
Female,45-54,"White, Non-Hispanic",Some college but degree not received or in progress,"$50,000 - $74,999",Middle Queens,11415.0,Queens,Yes,Yes,Yes,Less than a few times a year,No,Less than a few times,A few times a year,Not applied,A few times a year,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Married,A building with 2 to 9 apartments,Own,None,Employed full time (working more than 30 hours per week),Employed,Education,At a school or day care facility,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,55-64,"Other, Non-Hispanic",Some college but degree not received or in progress,"$50,000 - $74,999",Inner Queens,11105.0,Queens,No,No,Yes,A few times a year,No,Not applied,A few times a month,Daily,Daily,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Married,A one family house attached to one or more houses,Own,None,Employed full time (working more than 30 hours per week),Employed,Education,At a school or day care facility,"Yes, work from home",No,Yes,Yes,No,No,No,No,No,No,No,No,No,Daily
Male,55-64,Hispanic,"High school graduate or equivalent (i.e., GED)","$35,000 - $49,999",Inner Queens,11373.0,Queens,Yes,No,Yes,Once a month,No,Less than a few times,A few times a month,Less than a few times,A few times a year,Somewhat familiar,Very willing,Somewhat safer than standard vehicles,Married,A building with 10 to 49 apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Manufacturing,Other,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,Several times a week
Female,55-64,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$35,000 - $49,999",Northern Bronx,10475.0,The Bronx,Yes,Yes,Yes,A few times a month,No,Less than a few times,Less than a few times,Less than a few times,Less than a few times,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Widowed,A building with 50 or more apartments,Rent,Two,Employed full time (working more than 30 hours per week),Employed,"Professional & Business Services (consulting, legal, marketing)",At an office,"Yes, work from home",Yes,No,No,No,No,No,No,No,No,No,No,No,Less than a few times
Male,55-64,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)","$35,000 - $49,999",Inner Brooklyn,11212.0,Brooklyn,Yes,No,Yes,Once a month,Yes,Less than a few times,A few times a month,Less than a few times,A few times a year,Not at all familiar,Very willing,Much safer than standard vehicles,Single,A building with 50 or more apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Hospitality,At a hospital/doctor's office/healthcare facility,"Yes, work from home",Yes,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Outer Queens,11356.0,Queens,Yes,No,Yes,A few times a year,No,Less than a few times,A few times a month,Less than a few times,A few times a month,Not very familiar,Not very willing,Somewhat less safe than standard vehicles,Single,A building with 2 to 9 apartments,Rent,None,Employed part time (working less than 30 hours per week),Employed,Education,At a school or day care facility,"Yes, work from home",No,No,Yes,No,No,No,No,No,No,No,No,No,A few times a month
Male,35-44,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Inner Brooklyn,11205.0,Brooklyn,Yes,No,Yes,Daily,No,Less than a few times,A few times a month,Not applied,A few times a month,Somewhat familiar,Very willing,Neither more nor less safe than standard vehicles,Single,A building with 10 to 49 apartments,Own,None,Employed full time (working more than 30 hours per week),Employed,Technology & Telecommunications,At an office,"Yes, work from home",No,Yes,No,No,No,Yes,No,No,No,No,No,No,A few times a month
Female,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",NOT CODED,11385.0,Queens,Yes,Yes,Yes,A few times a month,No,Several times a week,Several times a week,Less than a few times,A few times a year,Not very familiar,Not at all willing,Much less safe than standard vehicles,Married,A one family house attached to one or more houses,Own,One,Employed full time (working more than 30 hours per week),Employed,Education,At a school or day care facility,"Yes, work from home",No,No,No,No,No,Yes,No,No,No,No,No,No,A few times a month
Female,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$150,000-$199,999",Inner Queens,11101.0,Queens,Yes,No,Yes,Daily,No,A few times a year,A few times a year,A few times a month,A few times a year,Somewhat familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Living in a committed partnership,A one family house detached from any other house,Rent,None,Employed part time (working less than 30 hours per week),Employed,"Professional & Business Services (consulting, legal, marketing)",Varying job sites,"Yes, work from home",Yes,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,25-34,Hispanic,Some college but degree not received or in progress,"$35,000 - $49,999",Outer Queens,11691.0,Queens,No,No,Yes,Several times a week,No,A few times a year,Not applied,A few times a year,A few times a year,Somewhat familiar,Not at all willing,Don't Know,Married,A building with 10 to 49 apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,At an office,"Yes, work from home",No,Yes,Yes,No,No,No,No,No,No,No,No,No,A few times a month
Male,45-54,"Other, Non-Hispanic",Some college but degree not received or in progress,"$35,000 - $49,999",Inner Brooklyn,11231.0,Brooklyn,No,No,No,Less than a few times a year,No,Less than a few times,Several times a week,Less than a few times,A few times a month,Not at all familiar,Not at all willing,Neither more nor less safe than standard vehicles,Married,A building with 10 to 49 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Education,At a school or day care facility,"Yes, work from home",No,No,Yes,No,No,No,No,No,No,No,No,NYCHA Tenant/Section8 Recipent,A few times a year
Female,45-54,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Outer Queens,11694.0,Queens,Yes,Yes,Yes,Daily,No,A few times a month,A few times a month,A few times a month,A few times a month,Somewhat familiar,Very willing,Neither more nor less safe than standard vehicles,Divorced,A one family house detached from any other house,Own,Two,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,At an office,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,45-54,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Middle Queens,11432.0,Queens,Yes,Yes,Yes,Several times a week,No,Several times a week,A few times a month,Less than a few times,A few times a year,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Married,A building with 2 to 9 apartments,Rent,Two,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,At a hospital/doctor's office/healthcare facility,"Yes, work from home",No,Yes,No,No,No,Yes,No,No,No,No,No,No,A few times a month
Male,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$75,000 - $99,999",Inner Brooklyn,11206.0,Brooklyn,Yes,No,No,Once a week,No,A few times a year,A few times a year,Several times a week,A few times a year,Somewhat familiar,Not at all willing,Somewhat less safe than standard vehicles,Married,A building with 10 to 49 apartments,Rent,Four or more,Employed full time (working more than 30 hours per week),Employed,Financial services,At an office,"Yes, work from home",No,No,No,No,No,Yes,No,No,No,No,No,No,A few times a month
Male,45-54,"Other, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$150,000-$199,999",Outer Queens,11420.0,Queens,Yes,Yes,Yes,Less than a few times a year,No,Not applied,Not applied,Not applied,A few times a month,Somewhat familiar,Not at all willing,Somewhat less safe than standard vehicles,Married,A one family house detached from any other house,Own,None,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,At a hospital/doctor's office/healthcare facility,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a year
Female,55-64,"Black, Non-Hispanic",Some high school,"$50,000 - $74,999",Inner Brooklyn,11206.0,Brooklyn,No,No,Yes,Once a month,No,A few times a month,A few times a year,A few times a month,A few times a month,Somewhat familiar,Not at all willing,Much less safe than standard vehicles,Single,A building with 50 or more apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Government,At an office,"Yes, work from home",No,No,No,No,Yes,No,No,No,No,No,No,No,A few times a month
Female,55-64,"Other, Non-Hispanic","High school graduate or equivalent (i.e., GED)","$50,000 - $74,999",Outer Queens,11436.0,Queens,Yes,Yes,Yes,A few times a year,No,Less than a few times,A few times a month,Less than a few times,A few times a month,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Divorced,A one family house attached to one or more houses,Own,None,Employed full time (working more than 30 hours per week),Employed,Manufacturing,At an office,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Several times a week
Female,45-54,"Black, Non-Hispanic",Some college but degree not received or in progress,"$15,000 - $24,999",Middle Queens,11435.0,Queens,Yes,Yes,No,Less than a few times a year,No,Less than a few times,A few times a year,Less than a few times,A few times a month,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Married,A building with 50 or more apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Non-profit,At a hospital/doctor's office/healthcare facility,"Yes, work from home",No,No,Yes,No,No,No,No,No,No,No,No,No,A few times a month
Male,25-34,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Outer Queens,11413.0,Queens,Yes,Yes,Yes,Once a week,No,Not applied,Several times a week,Not applied,A few times a month,Somewhat familiar,Not at all willing,Much less safe than standard vehicles,Married,A one family house detached from any other house,Own,None,Employed full time (working more than 30 hours per week),Employed,Hospitality,At an office,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,55-64,"Other, Non-Hispanic","High school graduate or equivalent (i.e., GED)","$75,000 - $99,999",Outer Queens,11428.0,Queens,Yes,Yes,Yes,Once a week,No,Less than a few times,A few times a month,Less than a few times,A few times a month,Somewhat familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Married,A one family house detached from any other house,Own,None,Employed full time (working more than 30 hours per week),Employed,Transportation and Utilities,Varying job sites,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a year
Female,25-34,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$15,000 - $24,999",Outer Queens,11413.0,Queens,Yes,Yes,Yes,Daily,No,Daily,Daily,A few times a month,A few times a month,Not very familiar,Somewhat willing,Somewhat less safe than standard vehicles,Married,A one family house detached from any other house,Rent,One,Employed part time (working less than 30 hours per week),Employed,Other,Other,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Daily
Female,25-34,"Black, Non-Hispanic",Some high school,"$15,000 - $24,999",Outer Queens,11422.0,Queens,No,No,Yes,Once a month,Yes,A few times a year,A few times a month,Not applied,Several times a week,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Married,A one family house attached to one or more houses,Rent,None,Employed part time (working less than 30 hours per week),Employed,Health Care/Social Assistance,Other,"Yes, work from home",No,No,Yes,No,No,Yes,No,No,No,No,No,No,Several times a week
Female,45-54,"Black, Non-Hispanic",Some college but degree not received or in progress,"$25,000 - $34,999",Inner Brooklyn,11213.0,Brooklyn,No,No,Yes,A few times a year,No,Less than a few times,Less than a few times,Less than a few times,A few times a year,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Single,A one family house attached to one or more houses,Own,None,Employed part time (working less than 30 hours per week),Employed,Health Care/Social Assistance,Varying job sites,"Yes, work from home",No,No,Yes,No,No,No,No,No,No,No,No,No,A few times a month
Male,55-64,"Other, Non-Hispanic","High school graduate or equivalent (i.e., GED)","$75,000 - $99,999",Outer Queens,11412.0,Queens,Yes,Yes,Yes,Less than a few times a year,No,Less than a few times,A few times a year,A few times a month,A few times a year,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Living in a committed partnership,A one family house detached from any other house,Own,One,Employed part time (working less than 30 hours per week),Employed,Construction,Other,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,25-34,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Outer Queens,11364.0,Queens,Yes,Yes,Yes,Less than a few times a year,No,Less than a few times,A few times a month,Less than a few times,A few times a month,Not very familiar,Not at all willing,Neither more nor less safe than standard vehicles,Married,A building with 2 to 9 apartments,Own,None,Employed full time (working more than 30 hours per week),Employed,Government,At an office,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a year
Female,18-24,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Outer Queens,11691.0,Queens,No,Yes,Yes,Daily,No,Less than a few times,A few times a year,Less than a few times,A few times a year,Somewhat familiar,Not very willing,Somewhat less safe than standard vehicles,Single,A building with 10 to 49 apartments,Rent,Three,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,At a hospital/doctor's office/healthcare facility,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,35-44,"Black, Non-Hispanic",Some college but degree not received or in progress,"$35,000 - $49,999",Outer Queens,11691.0,Queens,Yes,Yes,Yes,A few times a month,No,Not applied,A few times a month,Less than a few times,A few times a month,Somewhat familiar,Somewhat willing,Somewhat less safe than standard vehicles,Single,A building with 50 or more apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Other,In a remote location that is not at home (i.e. a coworking space or coffee shop),"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Several times a week
Female,25-34,Hispanic,Some college but degree not received or in progress,"$75,000 - $99,999",Outer Brooklyn,11223.0,Brooklyn,Yes,Yes,Yes,Daily,No,Less than a few times,A few times a year,Less than a few times,A few times a month,Not at all familiar,Somewhat willing,Somewhat safer than standard vehicles,Married,A building with 2 to 9 apartments,Rent,One,Employed part time (working less than 30 hours per week),Employed,Other,At an office,"Yes, work from home",No,No,No,No,No,Yes,No,No,No,No,No,No,A few times a month
Female,55-64,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)","$35,000 - $49,999",Middle Queens,11435.0,Queens,No,No,Yes,Several times a week,No,A few times a month,A few times a month,A few times a month,A few times a year,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Married,A building with 50 or more apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Retail,"At a store, restaurant, or hotel","Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,55-64,"Black, Non-Hispanic",Some college but degree not received or in progress,"$50,000 - $74,999",Inner Brooklyn,11233.0,Brooklyn,No,Yes,Yes,A few times a year,No,Less than a few times,A few times a month,Daily,Several times a week,Very familiar,Not at all willing,Much less safe than standard vehicles,Married,A building with 10 to 49 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,"Professional & Business Services (consulting, legal, marketing)",At an office,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Daily
Male,65 or older,Hispanic,Some college but degree not received or in progress,"$50,000 - $74,999",Inner Queens,11105.0,Queens,Yes,Yes,No,A few times a month,No,Not applied,Less than a few times,Not applied,A few times a month,Not very familiar,Not at all willing,Much less safe than standard vehicles,Married,A building with 2 to 9 apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Other,Other,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,55-64,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",NOT CODED,11379.0,Queens,Yes,Yes,Yes,A few times a month,No,Less than a few times,A few times a year,Less than a few times,Less than a few times,Not at all familiar,Not at all willing,Neither more nor less safe than standard vehicles,Married,A one family house attached to one or more houses,Own,One,Employed full time (working more than 30 hours per week),Employed,Other,At an office,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,55-64,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","Less than $14,999",Inner Brooklyn,11238.0,Brooklyn,Yes,Yes,Yes,Several times a week,No,Not applied,A few times a month,Not applied,A few times a year,Somewhat familiar,Not at all willing,Much less safe than standard vehicles,Single,A building with 10 to 49 apartments,Rent,None,Employed part time (working less than 30 hours per week),Employed,Education,At a school or day care facility,"Yes, work from home",No,No,No,No,No,Yes,No,No,Yes,No,No,No,A few times a month
Female,35-44,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$35,000 - $49,999",Outer Queens,11412.0,Queens,Yes,Yes,Yes,Once a month,No,Not applied,Not applied,Not applied,Several times a week,Not at all familiar,Not at all willing,Don't Know,Married,A one family house detached from any other house,Rent,None,Employed full time (working more than 30 hours per week),Employed,Education,At a school or day care facility,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a year
Male,65 or older,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Middle Queens,11375.0,Queens,Yes,Yes,Yes,A few times a month,No,A few times a month,A few times a month,A few times a month,A few times a year,Very familiar,Very willing,Much safer than standard vehicles,Married,A building with 50 or more apartments,Own,None,Employed full time (working more than 30 hours per week),Employed,Financial services,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,Several times a week
Female,45-54,Hispanic,"High school graduate or equivalent (i.e., GED)","$25,000 - $34,999",Inner Brooklyn,11206.0,Brooklyn,Yes,Yes,No,Daily,No,Not applied,Not applied,Not applied,Several times a week,Not at all familiar,Very willing,Much less safe than standard vehicles,Single,A building with 50 or more apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Government,Other,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a year
Male,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$35,000 - $49,999",Outer Queens,11417.0,Queens,Yes,Yes,Yes,Daily,No,A few times a month,Not applied,Not applied,A few times a year,Not very familiar,Somewhat willing,Somewhat safer than standard vehicles,Living in a committed partnership,A one family house detached from any other house,Rent,None,Employed full time (working more than 30 hours per week),Employed,Transportation and Utilities,Other,"Yes, work from home",No,No,No,No,No,Yes,No,No,No,No,No,No,A few times a month
Female,25-34,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)","$75,000 - $99,999",Outer Queens,11429.0,Queens,Yes,Yes,Yes,Several times a week,No,Less than a few times,A few times a month,Less than a few times,Daily,Somewhat familiar,Very willing,Neither more nor less safe than standard vehicles,Single,A one family house attached to one or more houses,Own,None,Employed full time (working more than 30 hours per week),Employed,Retail,"At a store, restaurant, or hotel","Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Daily
Female,55-64,"White, Non-Hispanic",Some college but degree not received or in progress,"$50,000 - $74,999",Outer Brooklyn,11209.0,Brooklyn,Yes,No,No,A few times a month,No,A few times a month,Several times a week,A few times a month,A few times a year,Not at all familiar,Not at all willing,Neither more nor less safe than standard vehicles,Married,A building with 2 to 9 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Financial services,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Outer Brooklyn,11228.0,Brooklyn,Yes,Yes,Yes,A few times a month,No,Not applied,A few times a month,Not applied,A few times a month,Not very familiar,Not at all willing,Much less safe than standard vehicles,Single,A one family house detached from any other house,Own,None,Employed full time (working more than 30 hours per week),Employed,"Professional & Business Services (consulting, legal, marketing)",At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,Several times a week
Male,65 or older,"Black, Non-Hispanic",Some college but degree not received or in progress,"$50,000 - $74,999",Outer Queens,11413.0,Queens,Yes,Yes,Yes,Less than a few times a year,No,A few times a year,A few times a month,Less than a few times,A few times a month,Not very familiar,Not at all willing,Neither more nor less safe than standard vehicles,Divorced,A one family house detached from any other house,Own,One,Employed full time (working more than 30 hours per week),Employed,Transportation and Utilities,Other,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Several times a week
Female,35-44,Hispanic,"High school graduate or equivalent (i.e., GED)","$15,000 - $24,999",Southern Bronx,10460.0,The Bronx,Yes,No,Yes,A few times a year,No,Not applied,Not applied,A few times a month,Less than a few times,Not very familiar,Not at all willing,Don't Know,Married,A building with 2 to 9 apartments,Rent,Two,Employed part time (working less than 30 hours per week),Employed,Other,In a remote location that is not at home (i.e. a coworking space or coffee shop),"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,NYCHA Tenant/Section8 Recipent,A few times a year
Male,65 or older,Hispanic,"High school graduate or equivalent (i.e., GED)","Less than $14,999",Southern Bronx,10459.0,The Bronx,No,No,No,Once a week,No,Less than a few times,Several times a week,Less than a few times,Less than a few times,Not at all familiar,Not very willing,Much less safe than standard vehicles,Married,A building with 2 to 9 apartments,Rent,None,Employed part time (working less than 30 hours per week),Employed,Construction,Other,"Yes, work from home",No,No,Yes,No,No,No,No,No,No,No,No,No,A few times a year
Male,25-34,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Inner Brooklyn,11211.0,Brooklyn,No,No,Yes,Daily,No,Not applied,Several times a week,Not applied,A few times a year,Somewhat familiar,Not at all willing,Much less safe than standard vehicles,Married,A building with 10 to 49 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Non-profit,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,55-64,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)","$75,000 - $99,999",Outer Brooklyn,11214.0,Brooklyn,No,Yes,Yes,Less than once a month,No,A few times a month,A few times a month,A few times a month,Daily,Not at all familiar,Not very willing,Much less safe than standard vehicles,Married,A one family house detached from any other house,Own,None,Employed part time (working less than 30 hours per week),Employed,Health Care/Social Assistance,At an office,"Yes, work from home",No,Yes,Yes,No,No,No,No,No,No,No,No,No,Daily
Male,65 or older,"White, Non-Hispanic",Some college but degree not received or in progress,"$75,000 - $99,999",Middle Queens,11357.0,Queens,Yes,Yes,Yes,Once a month,No,Less than a few times,A few times a month,Less than a few times,A few times a month,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Married,A one family house detached from any other house,Own,None,Employed part time (working less than 30 hours per week),Employed,Non-profit,At a school or day care facility,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Several times a week
Male,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Inner Brooklyn,11215.0,Brooklyn,Yes,Yes,Yes,Several times a week,No,Several times a week,A few times a month,Less than a few times,Daily,Very familiar,Not very willing,Somewhat safer than standard vehicles,Married,A one family house detached from any other house,Own,None,Employed full time (working more than 30 hours per week),Employed,Non-profit,At an office,"Yes, work from home",No,No,No,No,No,Yes,No,No,No,No,No,No,Daily
Female,35-44,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Middle Queens,11423.0,Queens,Yes,Yes,Yes,Daily,No,A few times a month,A few times a year,Less than a few times,A few times a year,Somewhat familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Married,A one family house attached to one or more houses,Rent,One,Employed part time (working less than 30 hours per week),Employed,Arts & Entertainment,Varying job sites,"Yes, work from home",No,No,Yes,No,No,No,No,No,No,No,No,No,A few times a month
Female,45-54,Hispanic,Some college but degree not received or in progress,"$35,000 - $49,999",Inner Queens,11377.0,Queens,No,Yes,Yes,Several times a week,No,Not applied,A few times a month,Not applied,Several times a week,Not at all familiar,Not at all willing,Don't Know,Married,A one family house attached to one or more houses,Own,One,Employed part time (working less than 30 hours per week),Employed,Hospitality,Other,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,25-34,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Middle Queens,11365.0,Queens,Yes,Yes,Yes,Daily,No,A few times a month,A few times a month,Less than a few times,A few times a month,Not at all familiar,Not at all willing,Somewhat less safe than standard vehicles,Single,A building with 50 or more apartments,Own,None,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,Other,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$75,000 - $99,999",Manhattan Core,10024.0,Manhattan,No,Yes,Yes,A few times a month,No,Less than a few times,A few times a month,Less than a few times,A few times a month,Somewhat familiar,Not very willing,Don't Know,Single,A building with 10 to 49 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Government,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,Several times a week
Female,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Outer Queens,11694.0,Queens,Yes,Yes,Yes,Daily,No,Less than a few times,Several times a week,Less than a few times,A few times a year,Not very familiar,Not at all willing,Much less safe than standard vehicles,Married,A one family house detached from any other house,Own,Four or more,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,Other,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,18-24,"White, Non-Hispanic",Some college but degree not received or in progress,"$50,000 - $74,999",Outer Queens,11423.0,Queens,Yes,Yes,Yes,Several times a week,No,A few times a month,Several times a week,A few times a month,A few times a month,Somewhat familiar,Very willing,Somewhat safer than standard vehicles,Single,A one family house detached from any other house,Own,One,Employed full time (working more than 30 hours per week),Employed,Retail,"At a store, restaurant, or hotel","Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Several times a week
Female,45-54,Hispanic,Some college but degree not received or in progress,"$150,000-$199,999",Outer Queens,11428.0,Queens,Yes,Yes,Yes,Less than a few times a year,No,Less than a few times,A few times a year,Less than a few times,A few times a month,Not at all familiar,Not at all willing,Don't Know,Married,A one family house detached from any other house,Own,None,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,At a hospital/doctor's office/healthcare facility,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,45-54,"Black, Non-Hispanic",Some college but degree not received or in progress,"Less than $14,999",Inner Queens,11434.0,Queens,Yes,Yes,Yes,Once a week,No,Not applied,Not applied,Not applied,A few times a year,Not at all familiar,Not at all willing,Don't Know,Married,A building with 50 or more apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Transportation and Utilities,At an office,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Middle Queens,11419.0,Queens,Yes,Yes,No,A few times a year,No,A few times a month,A few times a month,Less than a few times,A few times a month,Somewhat familiar,Somewhat willing,Don't Know,Married,A building with 2 to 9 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Arts & Entertainment,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,Several times a week
Female,45-54,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)","$35,000 - $49,999",Outer Queens,11692.0,Queens,No,No,Yes,Daily,No,Not applied,Not applied,Not applied,Several times a week,Somewhat familiar,Not at all willing,Much less safe than standard vehicles,Married,A building with 50 or more apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Retail,Other,"Yes, work from home",No,No,Yes,No,No,No,No,No,No,No,No,No,A few times a year
